10 4.259800868368791
20 3.5650986092487575
30 3.624021678797967
40 3.771086231155009
50 6.356276718140604
60 6.007477550533076
70 4.9335214402726315
80 5.058347071328901
90 4.111861804500073
100 6.165859788198376
110 5.464169983311266
120 5.304009530827338
130 4.827355033769172
140 3.8603613321202106
150 4.462078731828714
160 3.53609449170274
170 3.5366797035334288
180 3.7056370039159354
190 3.4429154049236255
200 3.101641298002796
210 3.695733852971839
220 4.012326663273241
230 4.459158469388058
240 4.541849363334568
250 4.23119399214095
260 4.347595234379133
270 7.36134189885016
280 7.932091337127208
290 7.075905587404272
300 5.868245786284778
310 5.59195291114713
320 4.9232641714830665
330 4.694007976181812
340 4.710388465073136
350 4.372280215680747
360 3.8111894507654074
370 4.081530737477997
380 3.1770345791478154
390 2.844099109715365
400 3.2322703803948176
410 3.413297218077923
420 3.0447492138791756
430 2.75035419592748
440 3.0491134984761437
450 2.8316839542418646
460 6.375064414772977
470 5.721780620928821
480 5.254384152561861
490 5.2312484260741074
500 4.339024782527251
510 4.1198078854305145
520 5.598742156647427
530 5.0086587534512095
540 4.9803461032397
550 5.352045186065665
560 4.740940031865741
570 4.064779944902953
580 4.17293382563774
590 4.203586248873232
600 3.2511974906092704
610 3.5400961730677576
620 3.137378982977145
630 7.681251768103682
640 7.434565182251684
650 6.73690898632081
660 6.320727848421275
670 5.1462854723719405
680 5.065205864509643
690 4.8364285947679875
700 5.632572378865759
710 8.165723969788084
720 7.1629094097096235
730 6.615064670268566
740 6.834391224976642
750 5.787518468036665
760 5.699864392449482
770 4.953007235487163
780 7.309021194892307
790 6.754812068449347
800 6.19192303472185
810 4.897851330247975
820 4.896706326970416
830 4.625968518164319
840 4.075882930269259
850 3.7072223419570527
860 3.5528545739642095
870 3.707663324890779
880 3.416636515885817
890 3.4220750809830554
900 3.15288200691621
910 3.376770531108186
920 5.163241498362902
930 4.692016179692215
940 4.451696900662299
950 4.061543002412616
960 4.265575457335342
970 3.769403955439705
980 3.8326740320007917
990 3.471351629994536
1e3 3.4246409633097863
1010 3.3237746569344275
1020 3.2008710719621196
1030 2.753418980248317
1040 3.093745217359416
1050 3.073222668571763
1060 3.1177256624309457
1070 3.093860270743151
1080 4.899744232080876
1090 5.162163287106654
1100 4.622378883603994
1110 4.5486106701599445
1120 4.066223481186635
1130 4.002238959530325
1140 3.433279369556428
1150 5.634742280169711
1160 6.741904767072212
1170 6.86606231071875
1180 5.289771474236851
1190 4.952246044469888
1200 4.3645750079064225
1210 4.316915941973132
1220 4.237057325053637
1230 3.627184147961549
1240 3.4621001234068314
1250 3.769815867786011
1260 3.767613165420404
1270 4.041911076362224
1280 2.8441058898591858
1290 3.165032577452853
1300 3.181484104750874
1310 2.9325522916321902
1320 5.539801866906767
1330 6.691854729641488
1340 5.819634287687216
1350 5.282113855234214
1360 4.7694122655182545
1370 4.6314911317534175
1380 4.858684653626126
1390 6.016128656985224
1400 5.019802616612579
1410 5.214353334923415
1420 4.25915380694694
1430 4.212672806216871
1440 3.958371558605093
